ID,start,end,code,team,action,half,pos_x,pos_y
800,1175.15,1195.15,10. Jessica Anne Fishlock,OL Reign,Lost balls,1st half,98.7,38.3
801,1175.15,1195.15,16. Emily Ann Sonnett,Portland Thorns,Challenges (lost),1st half,12.8,27.5
802,1175.15,1195.15,10. Jessica Anne Fishlock,OL Reign,Passes into the penalty box,1st half,92.2,40.5
803,1175.15,1195.15,14. Jodie Lee Taylor,OL Reign,Positional attacks,1st half,93.9,33.8
804,1175.15,1195.15,10. Jessica Anne Fishlock,OL Reign,Air challenges (won),1st half,92.2,40.5
805,1175.15,1195.15,16. Emily Ann Sonnett,Portland Thorns,Air challenges (lost),1st half,12.8,27.5
806,1175.15,1195.15,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,92.2,40.5
807,1175.15,1195.15,10. Jessica Anne Fishlock,OL Reign,Passes (inaccurate),1st half,92.2,40.5
808,1175.15,1195.15,10. Jessica Anne Fishlock,OL Reign,Key passes (inaccurate),1st half,92.2,40.5
809,1176.39,1196.39,4. Emily Townsend Menges,Portland Thorns,Interceptions,1st half,6.3,29.7
810,1176.39,1196.39,4. Emily Townsend Menges,Portland Thorns,Positional attacks,1st half,6.3,29.7
811,1181.26,1201.26,23. Margaret Purce,Portland Thorns,Picking-ups,1st half,26.5,3.4
812,1181.26,1201.26,23. Margaret Purce,Portland Thorns,Passes (inaccurate),1st half,26.5,3.4
813,1204.37,1224.37,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),1st half,50.6,62.5
814,1204.37,1224.37,7. Stephanie-Elise Catley,OL Reign,Lost balls,1st half,73.5,57.2
815,1205.92,1225.92,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,31.5,10.8
816,1205.92,1225.92,30. Celeste Anais Boureille,Portland Thorns,Interceptions,1st half,31.5,10.8
817,1208.13,1228.13,23. Margaret Purce,Portland Thorns,Passes (inaccurate),1st half,41.8,2.6
818,1223.85,1243.85,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,40.7,68.0
819,1223.85,1243.85,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,40.7,68.0
820,1225.16,1245.16,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,55.9,63.9
821,1226.31,1246.31,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,54.0,64.4
822,1226.31,1246.31,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,54.0,64.4
823,1229.5,1249.5,8. Theresa Eslund,OL Reign,Passes accurate,1st half,45.8,27.5
824,1229.5,1249.5,8. Theresa Eslund,OL Reign,Positional attacks,1st half,45.8,27.5
825,1231.03,1251.03,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,32.3,39.5
826,1235.79,1255.79,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,34.4,29.2
827,1235.79,1255.79,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,34.4,29.2
828,1237.18,1257.18,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,33.6,48.6
829,1237.18,1257.18,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,33.6,48.6
830,1238.32,1258.32,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,25.0,48.1
831,1238.32,1258.32,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,25.0,48.1
832,1240.07,1260.07,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,44.5,61.1
833,1240.96,1260.96,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,44.5,60.6
834,1240.96,1260.96,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,44.5,60.6
835,1241.73,1261.73,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,47.0,52.9
836,1242.59,1262.59,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,47.9,54.6
837,1242.59,1262.59,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,47.9,54.6
838,1243.6,1263.6,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,63.6,57.0
839,1243.6,1263.6,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,63.6,57.0
840,1244.99,1264.99,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,63.8,63.7
841,1244.99,1264.99,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,63.8,63.7
842,1247.1,1267.1,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,75.6,60.6
843,1248.37,1268.37,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,1st half,26.0,6.5
844,1248.37,1268.37,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),1st half,79,61.5
845,1248.37,1268.37,15. Ellie Madison Carpenter,Portland Thorns,Tackles (Successful actions),1st half,26.0,6.5
846,1248.37,1268.37,15. Ellie Madison Carpenter,Portland Thorns,Challenges (won),1st half,26.0,6.5
847,1264.51,1284.51,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,96.8,68.0
848,1264.51,1284.51,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,96.8,68.0
849,1265.6,1285.6,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,97.0,60.1
850,1266.39,1286.39,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,97.2,63.0
851,1266.39,1286.39,10. Jessica Anne Fishlock,OL Reign,Passes accurate,1st half,97.2,63.0
852,1266.9,1286.9,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,97.2,66.8
853,1269.7,1289.7,15. Megan Anna Rapinoe,OL Reign,Crosses (accurate),1st half,100.6,62.5
854,1269.7,1289.7,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,100.6,62.5
855,1269.7,1289.7,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,1st half,100.6,62.5
856,1269.7,1289.7,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,100.6,62.5
857,1269.7,1289.7,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,100.6,62.5
858,1272.53,1292.53,8. Theresa Eslund,OL Reign,Positional attacks,1st half,100.2,15.8
859,1275.61,1295.61,8. Theresa Eslund,OL Reign,Positional attacks,1st half,98.5,6.7
860,1275.61,1295.61,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,6.5,61.3
861,1275.61,1295.61,8. Theresa Eslund,OL Reign,Crosses (inaccurate),1st half,98.5,6.7
862,1288.86,1308.86,8. Theresa Eslund,OL Reign,Passes accurate,1st half,91.6,0.0
863,1288.86,1308.86,8. Theresa Eslund,OL Reign,Positional attacks,1st half,91.6,0.0
864,1290.4,1310.4,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,76.9,6.2
865,1292.77,1312.77,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,72.4,10.1
866,1292.77,1312.77,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,72.4,10.1
867,1294.75,1314.75,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,56.1,31.6
868,1295.55,1315.55,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,56.1,34.2
869,1295.55,1315.55,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,56.1,34.2
870,1298.03,1318.03,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,66.6,61.3
871,1299.32,1319.32,7. Stephanie-Elise Catley,OL Reign,Passes into the penalty box,1st half,72.9,61.1
872,1299.32,1319.32,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),1st half,72.9,61.1
873,1299.32,1319.32,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,72.9,61.1
874,1299.32,1319.32,7. Stephanie-Elise Catley,OL Reign,Crosses (inaccurate),1st half,72.9,61.1
875,1299.32,1319.32,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,72.9,61.1
876,1301.65,1321.65,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,14.3,33.8
877,1301.65,1321.65,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,1st half,14.3,33.8
878,1303.16,1323.16,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups (in opp. half),1st half,80.0,33.3
879,1303.16,1323.16,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,1st half,80.0,33.3
880,1303.16,1323.16,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,80.0,33.3
881,1303.83,1323.83,17. Tobin Powell Powell Heath,Portland Thorns,Tackles (Successful actions),1st half,20.6,34.5
882,1303.83,1323.83,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,1st half,20.6,34.5
883,1303.83,1323.83,6. Alexandra Linsley Long Batista,OL Reign,Challenges (lost),1st half,84.4,33.5
884,1303.83,1323.83,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (won),1st half,20.6,34.5
885,1306.09,1326.09,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,19.7,22.0
886,1306.09,1326.09,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,19.7,22.0
887,1306.09,1326.09,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,19.7,22.0
888,1306.09,1326.09,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,1st half,19.7,22.0
889,1307.88,1327.88,23. Margaret Purce,Portland Thorns,Challenges (lost),1st half,27.5,6.5
890,1307.88,1327.88,23. Margaret Purce,Portland Thorns,Positional attacks,1st half,27.5,6.5
891,1307.88,1327.88,7. Stephanie-Elise Catley,OL Reign,Challenges (won),1st half,77.5,61.5
892,1307.88,1327.88,7. Stephanie-Elise Catley,OL Reign,Tackles (Successful actions),1st half,77.5,61.5
893,1307.88,1327.88,23. Margaret Purce,Portland Thorns,Dribbles (Unsuccessful actions),1st half,27.5,6.5
894,1311.85,1331.85,7. Stephanie-Elise Catley,OL Reign,Picking-ups,1st half,98.1,67.0
895,1311.85,1331.85,7. Stephanie-Elise Catley,OL Reign,Picking-ups (in opp. half),1st half,98.1,67.0
896,1311.85,1331.85,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,98.1,67.0
897,1313.21,1333.21,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,96.6,62.5
898,1313.21,1333.21,7. Stephanie-Elise Catley,OL Reign,Lost balls,1st half,96.6,62.5
899,1313.21,1333.21,7. Stephanie-Elise Catley,OL Reign,Challenges (lost),1st half,96.6,62.5
900,1313.21,1333.21,15. Ellie Madison Carpenter,Portland Thorns,Challenges (won),1st half,8.4,5.5
901,1313.21,1333.21,7. Stephanie-Elise Catley,OL Reign,Dribbles (Unsuccessful actions),1st half,96.6,62.5
902,1313.21,1333.21,15. Ellie Madison Carpenter,Portland Thorns,Tackles (Successful actions),1st half,8.4,5.5
903,1314.77,1334.77,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,10.9,12.5
904,1314.77,1334.77,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,1st half,10.9,12.5
905,1316.8,1336.8,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),1st half,5.9,9.6
906,1316.8,1336.8,15. Ellie Madison Carpenter,Portland Thorns,Lost balls,1st half,38.2,4.8
907,1316.8,1336.8,15. Ellie Madison Carpenter,Portland Thorns,Lost balls (in opp. half),1st half,38.2,4.8
908,1319.06,1339.06,3. Lauren Kate Barnes,OL Reign,Picking-ups (in opp. half),1st half,66.8,63.2
909,1319.06,1339.06,3. Lauren Kate Barnes,OL Reign,Picking-ups,1st half,66.8,63.2
910,1319.85,1339.85,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),1st half,67.0,66.3
911,1339.13,1359.13,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,1st half,34.7,0.0
912,1339.13,1359.13,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,1st half,34.7,0.0
913,1339.36,1359.36,12. Christine Margaret Sinclair,Portland Thorns,Lost balls,1st half,62.6,8.6
914,1339.36,1359.36,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,54.8,6.5
915,1339.36,1359.36,12. Christine Margaret Sinclair,Portland Thorns,Passes (inaccurate),1st half,54.8,6.5
916,1340.04,1360.04,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,42.4,59.4
917,1340.04,1360.04,7. Stephanie-Elise Catley,OL Reign,Interceptions,1st half,42.4,59.4
918,1341.01,1361.01,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,42.8,59.4
919,1341.01,1361.01,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,42.8,59.4
920,1342.22,1362.22,6. Alexandra Linsley Long Batista,OL Reign,Dribbling,1st half,47.7,50.3
921,1342.22,1362.22,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,47.7,50.3
922,1348.34,1368.34,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,47.5,32.6
923,1348.34,1368.34,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,47.5,32.6
924,1350.41,1370.41,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,37.0,10.5
925,1352.83,1372.83,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,44.5,11.3
926,1352.83,1372.83,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,44.5,11.3
927,1353.85,1373.85,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,43.9,20.1
928,1355.02,1375.02,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,41.6,25.6
929,1355.02,1375.02,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,41.6,25.6
930,1356.52,1376.52,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,40.3,47.4
931,1356.52,1376.52,3. Lauren Kate Barnes,OL Reign,Dribbling,1st half,40.3,47.4
932,1362.41,1382.41,3. Lauren Kate Barnes,OL Reign,Passes into the penalty box,1st half,61.1,55.5
933,1362.41,1382.41,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,61.1,55.5
934,1362.41,1382.41,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,61.1,55.5
935,1364.45,1384.45,14. Jodie Lee Taylor,OL Reign,Passes accurate,1st half,92.2,47.4
936,1364.45,1384.45,14. Jodie Lee Taylor,OL Reign,Positional attacks,1st half,92.2,47.4
937,1365.77,1385.77,16. Emily Ann Sonnett,Portland Thorns,Interceptions,1st half,15.5,21.5
938,1365.77,1385.77,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,86.1,48.4
939,1365.77,1385.77,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,1st half,15.5,21.5
940,1365.77,1385.77,10. Jessica Anne Fishlock,OL Reign,Shots,1st half,86.1,48.4
941,1368.18,1388.18,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,1st half,25.6,24.2
942,1368.18,1388.18,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),1st half,25.6,24.2
943,1392.9,1412.9,8. Theresa Eslund,OL Reign,Positional attacks,1st half,67.0,0.0
944,1392.9,1412.9,8. Theresa Eslund,OL Reign,Passes accurate,1st half,67.0,0.0
945,1393.73,1413.73,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,71.8,8.1
946,1393.73,1413.73,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,71.8,8.1
947,1395.3,1415.3,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,88.6,9.1
948,1396.07,1416.07,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,86.7,6.5
949,1396.07,1416.07,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,86.7,6.5
950,1396.07,1416.07,4. Emily Townsend Menges,Portland Thorns,Challenges (won),1st half,18.3,61.5
951,1396.07,1416.07,22. Jasmyne Spencer,OL Reign,Lost balls,1st half,86.7,6.5
952,1396.07,1416.07,4. Emily Townsend Menges,Portland Thorns,Tackles (Successful actions),1st half,18.3,61.5
953,1396.07,1416.07,22. Jasmyne Spencer,OL Reign,Dribbles (Unsuccessful actions),1st half,86.7,6.5
954,1398.69,1418.69,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (won),1st half,6.3,63.9
955,1398.69,1418.69,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,98.7,4.1
956,1398.69,1418.69,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,1st half,6.3,63.9
957,1404.67,1424.67,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,14.1,63.2
958,1404.67,1424.67,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,1st half,14.1,63.2
959,1406.44,1426.44,4. Megan Leigh Oyster,OL Reign,Challenges (lost),1st half,45.2,59.4
960,1406.44,1426.44,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,1st half,59.8,8.6
961,1406.44,1426.44,9. Caitlin Jade Foord,Portland Thorns,Challenges (won),1st half,59.8,8.6
962,1407.88,1427.88,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,1st half,63.0,9.1
963,1407.88,1427.88,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,1st half,63.0,9.1
964,1407.88,1427.88,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,1st half,63.0,9.1
965,1407.88,1427.88,6. Alexandra Linsley Long Batista,OL Reign,Passes (inaccurate),1st half,63.0,9.1
966,1407.88,1427.88,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups (in opp. half),1st half,63.0,9.1
967,1408.02,1428.02,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,40.3,58.2
968,1408.02,1428.02,12. Christine Margaret Sinclair,Portland Thorns,Interceptions,1st half,40.3,58.2
969,1411.34,1431.34,3. Lauren Kate Barnes,OL Reign,Counter-attacks,1st half,44.3,12.2
970,1411.34,1431.34,3. Lauren Kate Barnes,OL Reign,Picking-ups,1st half,44.3,12.2
971,1411.98,1431.98,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,60.7,53.6
972,1411.98,1431.98,12. Christine Margaret Sinclair,Portland Thorns,Fouls,1st half,60.7,53.6
973,1442.48,1462.48,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),1st half,10.9,7.4
974,1462.49,1482.49,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,77.3,68.0
975,1462.49,1482.49,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,77.3,68.0
976,1463.12,1483.12,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,84.8,61.8
977,1463.12,1483.12,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),1st half,84.8,61.8
978,1464.73,1484.73,30. Celeste Anais Boureille,Portland Thorns,Bad ball control,1st half,26.2,4.1
979,1464.73,1484.73,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,26.2,4.1
980,1465.49,1485.49,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,75.6,64.2
981,1465.49,1485.49,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,75.6,64.2
982,1465.49,1485.49,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,75.6,64.2
983,1465.49,1485.49,7. Stephanie-Elise Catley,OL Reign,Picking-ups (in opp. half),1st half,75.6,64.2
984,1465.49,1485.49,7. Stephanie-Elise Catley,OL Reign,Picking-ups,1st half,75.6,64.2
985,1466.99,1486.99,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,83.6,60.3
986,1466.99,1486.99,15. Megan Anna Rapinoe,OL Reign,Dribbling,1st half,83.6,60.3
987,1469.61,1489.61,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,1st half,7.6,6.5
988,1469.61,1489.61,15. Megan Anna Rapinoe,OL Reign,Crosses (inaccurate),1st half,97.4,61.5
989,1469.61,1489.61,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,97.4,61.5
990,1496.88,1516.88,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,1st half,105.0,68.0
991,1496.88,1516.88,15. Megan Anna Rapinoe,OL Reign,Lost balls,1st half,102.1,32.8
992,1496.88,1516.88,15. Megan Anna Rapinoe,OL Reign,Corner attacks,1st half,105.0,68.0
993,1496.88,1516.88,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),1st half,105.0,68.0
994,1496.88,1516.88,15. Megan Anna Rapinoe,OL Reign,Corner attacks,1st half,105.0,68.0
995,1498.47,1518.47,24. Adrianna Nichole Franch,Portland Thorns,Corner attacks,1st half,2.9,35.2
996,1498.47,1518.47,24. Adrianna Nichole Franch,Portland Thorns,Interceptions,1st half,2.9,35.2
997,1505.58,1525.58,24. Adrianna Nichole Franch,Portland Thorns,Passes (inaccurate),1st half,8.6,30.2
998,1514.05,1534.05,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,43.9,68.0
999,1514.05,1534.05,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,43.9,68.0
1000,1515.01,1535.01,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,44.9,58.7
1001,1518.75,1538.75,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,45.6,56.7
1002,1518.75,1538.75,10. Jessica Anne Fishlock,OL Reign,Passes accurate,1st half,45.6,56.7
1003,1520.32,1540.32,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,33.4,36.6
1004,1521.69,1541.69,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,32.3,34.2
1005,1521.69,1541.69,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,32.3,34.2
1006,1523.51,1543.51,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,31.1,19.9
1007,1523.51,1543.51,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),1st half,31.1,19.9
1008,1530.71,1550.71,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,51.5,68.0
1009,1530.71,1550.71,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,51.5,68.0
1010,1531.63,1551.63,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,1st half,56.3,62.7
1011,1531.63,1551.63,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,56.3,62.7
1012,1532.76,1552.76,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,50.8,67.8
